Doi,Title,Year,Type,Url,Authors,Topic,Subfield,Field,Domain,Cites,Cited_by,Keywords,Abstract
10.1109/TIP.2022.3191853,Composition and Style Attributes Guided Image Aesthetic Assessment,2022,journal-article,https://doi.org/10.1109/TIP.2022.3191853,"0000-0001-9112-0574, 0000-0002-5925-2646, 0000-0001-5272-6477, 0000-0001-6269-1351",Computational Modeling of Visual Saliency Detection,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,38,22,"['Image Quality Assessment', 'Aesthetic Perception', 'Perceptual Quality', 'Aesthetic Emotions', 'Neuroaesthetics', 'Benchmark (surveying)']"
10.1007/978-3-031-08421-8_24,"Static, Dynamic and Acceleration Features for CNN-Based Speech Emotion Recognition",2022,book-chapter,https://doi.org/10.1007/978-3-031-08421-8_24,"0000-0001-9112-0574, 0000-0003-0323-5078, 0000-0002-8148-1621, 0000-0001-7461-1451, 0000-0003-4013-5834",Emotion Recognition and Analysis in Multimodal Data,Experimental and Cognitive Psychology,Psychology,Social Sciences,22,0,"['Concatenation (mathematics)', 'Emotion Recognition', 'Vocal tract', 'Mel-frequency cepstrum', 'Speech Emotion', 'Audio Event Detection', 'Affective Computing', 'Feature Extraction']"
10.1016/j.eswa.2021.115852,"A grid anchor based cropping approach exploiting image aesthetics, geometric composition, and semantics",2021,journal-article,https://doi.org/10.1016/j.eswa.2021.115852,"0000-0001-9112-0574, 0000-0002-5925-2646, 0000-0003-2878-2131",Computational Modeling of Visual Saliency Detection,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,52,6,"['Benchmark (surveying)', 'Image Segmentation', 'Image Quality Assessment', 'Rank (graph theory)']"
10.3390/s21227453,A Smart Mirror for Emotion Monitoring in Home Environments,2021,journal-article,https://doi.org/10.3390/s21227453,"0000-0001-9112-0574, 0000-0002-7070-1545, 0000-0002-5925-2646, 0000-0003-2878-2131, 0000-0003-2389-0301, 0000-0001-7461-1451",Emotion Recognition and Analysis in Multimodal Data,Experimental and Cognitive Psychology,Psychology,Social Sciences,59,14,"['Home automation', 'Smart Homes', 'Sensors', 'Smart environment']"
10.1007/s40860-021-00147-0,Trends in human activity recognition using smartphones,2021,journal-article,https://doi.org/10.1007/s40860-021-00147-0,"0000-0001-9112-0574, 0000-0001-5718-630X, 0000-0003-1261-2234, 0000-0002-3499-0159",Activity Recognition in Pervasive Computing Environments,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,133,65,"['Activity Recognition', 'Data pre-processing']"
10.3390/s21134314,A LoRa-Based Mesh Network for Peer-to-Peer Long-Range Communication,2021,journal-article,https://doi.org/10.3390/s21134314,"0000-0001-9112-0574, 0000-0001-8618-6499, 0000-0002-8193-0597",Low Power Wide Area Network Technologies,Electrical and Electronic Engineering,Engineering,Physical Sciences,9,39,"['Protocol stack', 'Mesh networking', 'LoRa', 'Star network']"
10.3390/app11062758,A Novel 1-D CCANet for ECG Classification,2021,journal-article,https://doi.org/10.3390/app11062758,"0000-0001-9112-0574, 0000-0001-7248-9472",Analysis of Electrocardiogram Signals,Cardiology and Cardiovascular Medicine,Medicine,Health Sciences,39,13,"['Spectrogram', 'Heartbeat Classification', 'Deep Learning for EEG', 'Arrhythmia Detection', 'EEG Analysis', 'ECG Signal']"
10.3390/s21030994,"No Reference, Opinion Unaware Image Quality Assessment by Anomaly Detection",2021,journal-article,https://doi.org/10.3390/s21030994,"0000-0001-9112-0574, 0000-0002-7989-1162, 0000-0001-7461-1451, 0000-0001-6269-1351",Image Quality Assessment in Multimedia Content,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,41,7,"['Benchmarking', 'Image Quality Assessment', 'Feature (linguistics)', 'Similarity (geometry)', 'Image Denoising', 'Perceptual Quality', 'Blur Assessment', 'Anomaly (physics)', 'Mean opinion score']"
10.3390/s21031010,T1K+: A Database for Benchmarking Color Texture Classification and Retrieval Methods,2021,journal-article,https://doi.org/10.3390/s21031010,"0000-0001-9112-0574, 0000-0001-9365-8167, 0000-0001-7461-1451",Shape Matching and Object Recognition,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,43,10,"['Benchmarking', 'Texture (cosmology)', 'Texture Classification', 'Feature Matching', 'Thematic map', 'Feature Descriptors', 'Image Retrieval', 'Shape Matching']"
10.1007/978-3-030-68790-8_22,Iconic-Based Retrieval of Grocery Images via Siamese Neural Network,2021,book-chapter,https://doi.org/10.1007/978-3-030-68790-8_22,"0000-0001-9112-0574, 0000-0003-2878-2131, 0000-0003-3929-8409",Shape Matching and Object Recognition,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,28,2,"['Image Retrieval', 'Feature Matching', 'Object Recognition', 'Content-Based Image Retrieval', 'Interest Point Detectors']"
10.1007/978-3-030-68790-8_26,Multi-task Learning for Supervised and Unsupervised Classification of Grocery Images,2021,book-chapter,https://doi.org/10.1007/978-3-030-68790-8_26,"0000-0001-9112-0574, 0000-0003-2878-2131, 0000-0003-3929-8409",DNA Barcoding for Food Authentication and Fraud Detection,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,28,10,"['Extractor', 'Food Authentication', 'Machine Vision', 'Feature (linguistics)', 'Supervised learning', 'Modalities']"
10.1016/j.patrec.2019.03.016,Positive technology for elderly well-being: A review,2019,journal-article,https://doi.org/10.1016/j.patrec.2019.03.016,"0000-0001-9112-0574, 0000-0001-9274-4047, 0000-0002-8534-4413, 0000-0002-6482-4768, 0000-0002-3463-2263",Role of Positive Emotions in Well-Being,Social Psychology,Psychology,Social Sciences,173,74,"['Flourishing', 'Positive Psychology', 'Independence (probability theory)', 'Well-being']"
10.1109/ACCESS.2020.2973425,On the Personalization of Classification Models for Human Activity Recognition,2020,journal-article,https://doi.org/10.1109/ACCESS.2020.2973425,"0000-0001-9112-0574, 0000-0001-5718-630X, 0000-0003-1261-2234, 0000-0002-3499-0159",Activity Recognition in Pervasive Computing Environments,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,66,110,"['Activity Recognition', 'Similarity (geometry)', 'Ambient Intelligence', 'Self-Monitoring', 'Behavior Change']"
10.1109/ACCESS.2020.2973704,State Recognition of Food Images Using Deep Features,2020,journal-article,https://doi.org/10.1109/ACCESS.2020.2973704,"0000-0001-9112-0574, 0000-0003-2878-2131, 0000-0003-1008-0692",Breath Analysis Technology,Biomedical Engineering,Engineering,Physical Sciences,71,33,"['Food Authentication', 'Content-Based Image Retrieval']"
10.1016/j.eswa.2019.05.036,Multitask painting categorization by deep multibranch neural network,2019,journal-article,https://doi.org/10.1016/j.eswa.2019.05.036,"0000-0001-9112-0574, 0000-0002-7070-1545, 0000-0001-8924-9889, 0000-0001-7461-1451",Neuroaesthetics and Aesthetic Perception in Neuroscience,Cognitive Neuroscience,Neuroscience,Life Sciences,65,42,"['Discriminative model', 'Texture Classification', 'Deep neural networks']"
10.3390/app9040738,Comparative Evaluation of Hand-Crafted Image Descriptors vs. Off-the-Shelf CNN-Based Features for Colour Texture Classification under Ideal and Realistic Conditions,2019,journal-article,https://doi.org/10.3390/app9040738,"0000-0001-9112-0574, 0009-0001-0370-2572, 0000-0003-3371-1928, 0000-0002-4343-6598, 0000-0002-0057-8940",Image Feature Retrieval and Recognition Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,67,59,"['Feature Descriptors', 'Texture (cosmology)', 'Texture Classification', 'Feature Matching', 'Image Segmentation', 'Image Retrieval']"
10.1007/978-3-030-30645-8_29,Autocropping: A Closer Look at Benchmark Datasets,2019,book-chapter,https://doi.org/10.1007/978-3-030-30645-8_29,"0000-0001-9112-0574, 0000-0002-5925-2646, 0000-0003-2878-2131, 0000-0001-7461-1451",Computational Modeling of Visual Saliency Detection,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,22,2,"['Benchmark (surveying)', 'Ground truth', 'Image Segmentation', 'Feature Matching', 'Image Retrieval', 'Image Processing', 'Single Image Restoration']"
10.1109/ACCESS.2019.2956863,CNN-Based Refactoring of Hand-Designed Filters for Texture Analysis: A Classic Revisited,2019,journal-article,https://doi.org/10.1109/ACCESS.2019.2956863,"0000-0001-9112-0574, 0000-0003-3371-1928, 0000-0001-9365-8167, 0000-0001-7461-1451",Shape Matching and Object Recognition,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,54,3,"['Code refactoring', 'Texture (cosmology)', 'Texture Synthesis', 'Texture Classification', 'Image Retrieval', 'Image Inpainting', 'Representation Learning']"
10.1007/978-3-030-13940-7_13,Evaluation of Automatic Image Color Theme Extraction Methods,2019,book-chapter,https://doi.org/10.1007/978-3-030-13940-7_13,"0000-0001-9112-0574, 0000-0003-2878-2131, 0000-0001-7461-1451",Image Feature Retrieval and Recognition Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,31,5,"['Theme (computing)', 'Image Segmentation', 'Feature Matching']"
10.1007/978-3-030-34255-5_28,Human Activities Recognition Using Accelerometer and Gyroscope,2019,book-chapter,https://doi.org/10.1007/978-3-030-34255-5_28,"0000-0001-9112-0574, 0000-0002-4845-4509, 0000-0003-1261-2234, 0000-0002-3499-0159",Activity Recognition in Pervasive Computing Environments,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,16,18,"['Activity Recognition', 'Accelerometer Data']"
10.1145/3543873.3587614,Towards InnoGraph: A Knowledge Graph for AI Innovation,2023,conference-paper,https://doi.org/10.1145/3543873.3587614,"0000-0002-1801-5118, 0000-0001-9134-4025, 0000-0002-6958-8215, 0000-0001-7373-5591, 0000-0001-7508-7428, 0000-0001-6397-3705",Graph Neural Network Models and Applications,Artificial Intelligence,Computer Science,Physical Sciences,35,1,"['Knowledge graph', 'Knowledge Graph Embedding', 'Innovations', 'Knowledge Spillovers', 'Signal Processing on Graphs', 'Technology Roadmapping', 'Representation (politics)']"
10.1007/978-3-031-47546-7_13,Named Entity Recognition and Linking for Entity Extraction from Italian Civil Judgements,2023,book-chapter,https://doi.org/10.1007/978-3-031-47546-7_13,"0000-0002-1801-5118, 0000-0002-4954-3837, 0009-0001-0955-6721, 0009-0005-8655-4446",Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences,28,2,"['Named Entity Recognition', 'Component (thermodynamics)', 'Neural Machine Translation', 'Natural Language Processing', 'Information Retrieval', 'Language Modeling', 'Entity linking', 'Domain adaptation']"
10.1145/3579051.3579063,Evaluation of Incremental Entity Extraction with Background Knowledge and Entity Linking,2022,conference-paper,https://doi.org/10.1145/3579051.3579063,"0000-0002-1801-5118, 0000-0002-4954-3837, 0000-0002-4613-8115, 0000-0003-4506-2304",Web Data Extraction and Crawling Techniques,Information Systems,Computer Science,Physical Sciences,23,2,"['Named Entity Recognition', 'Entity linking', 'Information Retrieval', 'Data Cleaning', 'Dependency Parsing', 'Duplicate Detection', 'Named entity']"
10.1007/978-3-030-62466-8_21,Tough Tables: Carefully Evaluating Entity Linking for Tabular Data,2020,book-chapter,https://doi.org/10.1007/978-3-030-62466-8_21,"0000-0002-1801-5118, 0000-0001-7830-7596, 0000-0003-0776-361X, 0000-0002-9083-4599",Data Quality Assessment and Improvement,Management Science and Operations Research,Decision Sciences,Social Sciences,13,32,"['Table (database)', 'Named Entity Recognition', 'Data Cleaning', 'Semantic Web', 'Linked Data', 'Complement (music)', 'Ground truth']"
10.1186/s12859-022-04668-0,MALVIRUS: an integrated application for viral variant analysis,2021,journal-article,https://doi.org/10.1186/s12859-022-04668-0,"0000-0002-8479-7592, 0000-0002-6469-4887, 0000-0002-7403-7039, 0000-0001-6849-7568, 0000-0001-5584-3089, 0000-0003-3040-9539",Coronavirus Disease 2019 Research,Infectious Diseases,Medicine,Health Sciences,27,5,"['Indel', 'Sample (material)', 'Viral Transmission', 'Minion', 'Pandemic']"
10.1007/978-3-031-05578-2_1,Can Formal Languages Help Pangenomics to Represent and Analyze Multiple Genomes?,2022,book-chapter,https://doi.org/10.1007/978-3-031-05578-2_1,"0000-0002-8479-7592, 0000-0001-7289-4988, 0000-0002-1789-1706, 0000-0001-9730-7516, 0000-0002-9089-5957, 0000-0001-9144-3074",Text Compression and Indexing Algorithms,Artificial Intelligence,Computer Science,Physical Sciences,31,2,"['Sequence (biology)', 'genome annotation', 'Phylogenetic Analysis', 'Functional Genomics', 'phylogenetic tree', 'Sample (material)']"
10.1007/978-3-031-07802-6_37,KFinger: Capturing Overlaps Between Long Reads by Using Lyndon Fingerprints,2022,book-chapter,https://doi.org/10.1007/978-3-031-07802-6_37,"0000-0002-8479-7592, 0000-0001-7289-4988, 0000-0002-9000-3664, 0000-0001-9730-7516, 0000-0002-9089-5957, 0000-0001-9144-3074",RNA Sequencing Data Analysis,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,17,1,"['String Matching', 'genome annotation', 'Functional Genomics', 'sequence alignment', 'Approximate Matching', 'k-mer', 'Sequence assembly']"
10.1093/bioinformatics/btaa779,Shark: fishing relevant reads in an RNA-Seq sample,2020,journal-article,https://doi.org/10.1093/bioinformatics/btaa779,"0000-0002-8479-7592, 0000-0001-8786-2276, 0000-0003-3040-9539, 0000-0001-5584-3089, 0000-0001-9730-7516, 0000-0001-6849-7568",RNA Sequencing Data Analysis,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,28,8,"['Sample (material)', 'sequence alignment', 'RNA-Seq']"
10.1016/j.tcs.2020.11.041,Computing the multi-string BWT and LCP array in external memory,2020,journal-article,https://doi.org/10.1016/j.tcs.2020.11.041,"0000-0002-8479-7592, 0000-0001-7289-4988, 0000-0001-5584-3089, 0000-0003-3040-9539, 0000-0001-9730-7516",Text Compression and Indexing Algorithms,Artificial Intelligence,Computer Science,Physical Sciences,57,8,"['Suffix array', 'Auxiliary memory', 'Prefix', 'Trie', 'Compressed suffix array', 'String Matching', 'Substring', 'Merge (version control)', 'Suffix Arrays', 'Multilingual Neural Machine Translation', 'Out-of-core algorithm', 'Generalized suffix tree']"
10.1007/978-3-030-74432-8_2,Can We Replace Reads by Numeric Signatures? Lyndon Fingerprints as Representations of Sequencing Reads for Machine Learning,2021,book-chapter,https://doi.org/10.1007/978-3-030-74432-8_2,"0000-0002-8479-7592, 0000-0001-7289-4988, 0000-0002-1789-1706, 0000-0002-9000-3664, 0000-0001-9730-7516, 0000-0002-4656-7155, 0000-0002-9089-5957, 0000-0001-9144-3074",RNA Sequencing Data Analysis,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,20,3,"['Sequence (biology)', 'Representation (politics)', 'Similarity (geometry)', 'sequence alignment']"
10.1093/bioinformatics/btz747,γ-TRIS: a graph-algorithm for comprehensive identification of vector genomic insertion sites,2019,journal-article,,"0000-0002-8479-7592, 0000-0003-3515-3384, 0000-0003-4182-7103, 0000-0003-3587-3680, 0000-0002-4220-2474, 0000-0002-6378-125X, 0000-0002-4073-8259, 0000-0001-6849-7568, 0000-0002-1201-3939, 0000-0003-1771-6067",Clustered Regularly Interspaced Short Palindromic Repeats and CRISPR-associated proteins,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,11,7,"['Genomic Integration', 'Identification (biology)']"
10.1089/cmb.2018.0230,Multithread Multistring Burrows–Wheeler Transform and Longest Common Prefix Array,2019,journal-article,,"0000-0002-8479-7592, 0000-0001-6849-7568, 0000-0001-5584-3089, 0000-0003-3040-9539, 0000-0001-9730-7516",Text Compression and Indexing Algorithms,Artificial Intelligence,Computer Science,Physical Sciences,23,12,"['Prefix', 'Suffix Arrays', 'String Matching', 'Multilingual Neural Machine Translation', 'Trie', 'Suffix array']"
10.1007/s40484-019-0181-x,Overlap graphs and <i><b>de Bruijn</b></i> graphs: data structures for <i><b>de novo</b></i>genome assembly in the big data era,2019,journal-article,,"0000-0002-8479-7592, 0000-0001-9730-7516, 0000-0003-4182-7103, 0000-0003-2511-6483, 0000-0003-3040-9539, 0000-0001-5584-3089, 0000-0001-6849-7568",RNA Sequencing Data Analysis,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,79,32,"['Bloom filter', 'metagenomics assembly', 'De Bruijn graph', 'Sequence assembly']"
10.1007/978-3-662-68191-6_3,Computing a Parametric Reveals Relation For Bounded Equal-Conflict Petri Nets,2023,book-chapter,https://doi.org/10.1007/978-3-662-68191-6_3,"0000-0001-5651-915X, 0000-0002-6356-7026, 0000-0002-0639-7593, 0000-0002-7047-0556",Modeling and Control of Petri Nets in Systems,Computational Theory and Mathematics,Computer Science,Physical Sciences,29,0,"['Stochastic Petri net', 'Information flow', 'Stochastic Petri Nets', 'Discrete-Event Systems', 'Petri Nets', 'Probabilistic Systems', 'Workflow Mining', 'Net (polyhedron)']"
10.1007/978-3-662-68191-6_8,Implementable Strategies for a Two-Player Asynchronous Game on Petri Nets,2023,book-chapter,https://doi.org/10.1007/978-3-662-68191-6_8,"0000-0001-5651-915X, 0000-0002-6356-7026, 0000-0002-0639-7593",Modeling and Control of Petri Nets in Systems,Computational Theory and Mathematics,Computer Science,Physical Sciences,19,0,"['Observability', 'Petri Nets', 'Stochastic Petri Nets', 'Net (polyhedron)', 'Flexibility in Workflows', 'ENCODE', 'Stochastic Petri net']"
10.1016/j.jpdc.2023.04.005,Soundness-preserving composition of synchronously and asynchronously interacting workflow net components,2023,journal-article,https://doi.org/10.1016/j.jpdc.2023.04.005,"0000-0001-5651-915X, 0000-0002-0639-7593, 0000-0002-9420-3751, 0000-0002-4162-9070",Workflow Mining and Business Process Management,Management Information Systems,"Business, Management and Accounting",Social Sciences,27,0,"['Soundness', 'Component (thermodynamics)', 'Stochastic Petri Nets', 'Flexibility in Workflows', 'Web Service Composition', 'Petri Nets', 'Workflow Mining', 'Net (polyhedron)', 'Interface (matter)']"
10.1007/s10270-022-01008-x,Discovering architecture-aware and sound process models of multi-agent systems: a compositional approach,2022,journal-article,https://doi.org/10.1007/s10270-022-01008-x,"0000-0001-5651-915X, 0000-0002-4162-9070, 0000-0002-0639-7593, 0000-0002-9420-3751",Workflow Mining and Business Process Management,Management Information Systems,"Business, Management and Accounting",Social Sciences,43,4,"['Interface (matter)', 'Soundness', 'Multi-Agent Systems', 'Agent-Based Modeling', 'Viewpoints']"
10.1007/978-3-662-65303-6_1,Property-Preserving Transformations of Elementary Net Systems Based on Morphisms,2022,book-chapter,https://doi.org/10.1007/978-3-662-65303-6_1,"0000-0001-5651-915X, 0000-0002-0639-7593, 0000-0002-9420-3751, 0000-0003-3913-5810",Modeling and Control of Petri Nets in Systems,Computational Theory and Mathematics,Computer Science,Physical Sciences,21,2,"['Morphism', 'Net (polyhedron)', 'Flexibility in Workflows', 'Formal Methods']"
10.1007/978-3-662-63079-2_6,A Two-Player Asynchronous Game on Fully Observable Petri Nets,2021,book-chapter,https://doi.org/10.1007/978-3-662-63079-2_6,"0000-0001-5651-915X, 0000-0002-6356-7026, 0000-0002-0639-7593",Modeling and Control of Petri Nets in Systems,Computational Theory and Mathematics,Computer Science,Physical Sciences,13,3,"['Stochastic Petri net', 'Petri Nets', 'Transition system', 'Stochastic Petri Nets', 'Sequence (biology)']"
10.3233/fi-2020-1871,Logic and Algebra in Unfolded Petri Nets: on a Duality Between Concurrency and Causal Dependence,2019,journal-article,https://doi.org/10.3233/fi-2020-1871,"0000-0001-5651-915X, 0000-0002-0639-7593",Modeling and Control of Petri Nets in Systems,Computational Theory and Mathematics,Computer Science,Physical Sciences,0,0,"['Orthogonality', 'Binary relation', 'Duality (order theory)', 'Concurrency Modeling']"
10.1145/3639476.3639771,Expert Monitoring: Human-Centered Concept Drift Detection in Machine Learning Operations,2024,conference-paper,https://doi.org/10.1145/3639476.3639771,"0000-0002-7194-3159, 0009-0003-1335-6559, 0000-0001-9333-7101, 0000-0002-2234-0845",Adaptation to Concept Drift in Data Streams,Artificial Intelligence,Computer Science,Physical Sciences,8,0,"['Adaptability', 'Concept Drift', 'Change Detection', 'Ensemble Learning', 'Subject-matter expert']"
10.1007/978-3-031-64182-4_14,Adaptive Strategies Metric Suite,2024,book-chapter,https://doi.org/10.1007/978-3-031-64182-4_14,0000-0002-7194-3159,Autonomic Computing and Self-Adaptive Systems,Artificial Intelligence,Computer Science,Physical Sciences,26,0,"['Self-Adaptive Systems', 'Model-driven Performance Prediction', 'Aspect-Oriented Programming', 'Variability Management', 'Service Selection Algorithms']"
10.1007/978-3-031-66326-0_4,MAPE-K Based Guidelines for Designing Reactive and Proactive Self-adaptive Systems,2024,book-chapter,https://doi.org/10.1007/978-3-031-66326-0_4,0000-0002-7194-3159,Autonomic Computing and Self-Adaptive Systems,Artificial Intelligence,Computer Science,Physical Sciences,25,0,"['Self-Adaptive Systems', 'Model-Based Development', 'Requirements Engineering', 'Autonomic Computing', 'Cloud-Native Architecture']"
10.1007/978-981-97-0989-2_8,Non-expert Level Analysis of Self-adaptive Systems,2024,book-chapter,https://doi.org/10.1007/978-981-97-0989-2_8,"0000-0002-7194-3159, 0009-0003-6591-9333",Autonomic Computing and Self-Adaptive Systems,Artificial Intelligence,Computer Science,Physical Sciences,12,0,"['Self-Adaptive Systems', 'Complex Adaptive Systems', 'Autonomic Computing', 'Software Architecture']"
10.1007/978-3-031-70245-7_15,Self-adaptation for Sustainable Software and Its Application in Current Approaches - An SLR,2024,book-chapter,https://doi.org/10.1007/978-3-031-70245-7_15,"0000-0002-7194-3159, 0000-0001-5719-3737",Autonomic Computing and Self-Adaptive Systems,Artificial Intelligence,Computer Science,Physical Sciences,26,0,"['Self-Adaptive Systems', 'Sustainability', 'Software Architecture', 'Dynamic Software Product Lines']"
10.1007/978-3-031-26507-5_11,"Analysis of MAPE-K Loop in Self-adaptive Systems for Cloud, IoT and CPS",2023,book-chapter,https://doi.org/10.1007/978-3-031-26507-5_11,"0000-0002-7194-3159, 0000-0001-9630-9755, 0009-0003-1335-6559",Autonomic Computing and Self-Adaptive Systems,Artificial Intelligence,Computer Science,Physical Sciences,24,3,"['Implementation', 'Self-Adaptive Systems']"
10.1007/978-3-030-70006-5_16,"Internal Software Quality Evaluation of Self-adaptive Systems Using Metrics, Patterns, and Smells",2021,book-chapter,https://doi.org/10.1007/978-3-030-70006-5_16,"0000-0002-7194-3159, 0000-0002-1195-530X",Empirical Studies in Software Engineering,Information Systems,Computer Science,Physical Sciences,34,0,"['Self-Adaptive Systems', 'Software quality control', 'Software Reliability Modeling', 'Software Architecture', 'Source Code Analysis', 'Code smell']"
10.1007/s11219-020-09502-5,A preliminary analysis of self-adaptive systems according to different issues,2020,journal-article,https://doi.org/10.1007/s11219-020-09502-5,"0000-0002-7194-3159, 0000-0002-1195-530X",Empirical Studies in Software Engineering,Information Systems,Computer Science,Physical Sciences,66,16,"['Self-Adaptive Systems', 'Sensitivity Analysis', 'Autonomic Computing', 'Aspect-Oriented Programming', 'Component-Based Systems']"
10.3390/computers9010022,Introduction to the Special Issue “Applications in Self-Aware Computing Systems and their Evaluation”,2020,journal-article,https://doi.org/10.3390/computers9010022,"0000-0002-7194-3159, 0000-0002-7275-0738, 0000-0002-5562-9514, 0000-0001-9333-7101",Autonomic Computing and Self-Adaptive Systems,Artificial Intelligence,Computer Science,Physical Sciences,20,1,"['Vision', 'Theme (computing)', 'Autonomic Computing']"
10.1109/ACCESS.2020.3031189,An Overview of Design Patterns for Self-Adaptive Systems in the Context of the Internet of Things,2020,journal-article,https://doi.org/10.1109/ACCESS.2020.3031189,"0000-0002-7194-3159, 0000-0002-7275-0738, 0000-0002-4417-4868, 0000-0003-4044-8494",Autonomic Computing and Self-Adaptive Systems,Artificial Intelligence,Computer Science,Physical Sciences,100,26,"['Self-Adaptive Systems', 'Service-Oriented Architecture', 'Cloud-Native Architecture', 'Service-Oriented Computing', 'Software design pattern', 'Adaptive system']"
10.3390/info15080423,FILO: Automated FIx-LOcus Identification for Android Framework Compatibility Issues,2024,journal-article,https://doi.org/10.3390/info15080423,"0000-0003-2120-2894, 0000-0002-3499-0159, 0000-0003-1261-2234, 0000-0001-9527-7042",Automated Software Testing Techniques,Software,Computer Science,Physical Sciences,29,0,"['Backward compatibility', 'Software Fault Localization', 'Fault Detection and Correction', 'Program Repair', 'Android app']"
10.1145/3643916.3644409,Analyzing Prompt Influence on Automated Method Generation: An Empirical Study with Copilot,2024,conference-paper,https://doi.org/10.1145/3643916.3644409,"0000-0003-2120-2894, 0009-0007-8464-8435, 0000-0001-9527-7042, 0000-0003-1261-2234",Empirical Studies in Software Engineering,Information Systems,Computer Science,Physical Sciences,15,1,"['Automated Testing', 'Empirical research']"
10.1145/3643916.3644402,Generating Java Methods: An Empirical Assessment of Four AI-Based Code Assistants,2024,conference-paper,https://doi.org/10.1145/3643916.3644402,"0000-0003-2120-2894, 0009-0006-3748-9198, 0000-0001-9527-7042, 0000-0003-1261-2234",Empirical Studies in Software Engineering,Information Systems,Computer Science,Physical Sciences,19,4,"['Code (set theory)', 'Implementation', 'Source Code Analysis', 'Code Clone Detection', 'API Usage Patterns', 'Pair Programming', 'Agile Software Development']"
10.1145/3639478.3643122,Assessing AI-Based Code Assistants in Method Generation Tasks,2024,conference-paper,https://doi.org/10.1145/3639478.3643122,"0000-0003-2120-2894, 0009-0006-3748-9198, 0000-0001-9527-7042, 0000-0003-1261-2234",Empirical Studies in Software Engineering,Information Systems,Computer Science,Physical Sciences,1,0,"['Code (set theory)', 'Code review', 'Source Code Analysis', 'Code Clone Detection', 'Program code']"
10.1016/j.jss.2023.111949,Automatic testing of runtime enforcers with Test4Enforcers,2024,journal-article,https://doi.org/10.1016/j.jss.2023.111949,"0000-0003-2120-2894, 0000-0003-1261-2234, 0000-0001-9527-7042",Automated Software Testing Techniques,Software,Computer Science,Physical Sciences,50,0,['Automated Testing']
10.1109/TSC.2024.3349648,Monitoring Probe Deployment Patterns for Cloud-Native Applications: Definition and Empirical Assessment,2024,journal-article,https://doi.org/10.1109/TSC.2024.3349648,"0000-0003-2120-2894, 0000-0001-8840-8948, 0000-0002-3499-0159, 0000-0001-9527-7042",Cloud Computing and Big Data Technologies,Information Systems,Computer Science,Physical Sciences,59,1,"['Implementation', 'Cloud-Native Architecture', 'Model-driven Performance Prediction', 'Feature (linguistics)']"
10.1109/TSC.2022.3180500,Automated Probe Life-Cycle Management for Monitoring-As-a-Service,2022,journal-article,https://doi.org/10.1109/TSC.2022.3180500,"0000-0003-2120-2894, 0000-0001-8840-8948, 0000-0002-3499-0159, 0000-0001-9527-7042",Cloud Computing and Big Data Technologies,Information Systems,Computer Science,Physical Sciences,21,5,['Cloud-Native Architecture']
10.1007/978-3-031-19849-6_19,Non-functional Testing of Runtime Enforcers in Android,2022,book-chapter,https://doi.org/10.1007/978-3-031-19849-6_19,"0000-0003-2120-2894, 0000-0003-1261-2234, 0000-0001-9527-7042",Automated Software Testing Techniques,Software,Computer Science,Physical Sciences,28,1,['Automated Testing']
10.1016/j.jss.2019.110464,Predicting failures in multi-tier distributed systems,2019,journal-article,https://doi.org/10.1016/j.jss.2019.110464,"0000-0003-2120-2894, 0000-0001-8512-5029, 0000-0001-5193-7379, 0000-0001-8369-6936",Log Analysis and System Performance Diagnosis,Computer Networks and Communications,Computer Science,Physical Sciences,66,29,"['Model-driven Performance Prediction', 'Cloud-Native Architecture', 'Distributed Systems', 'Performance Prediction', 'Intrusion Detection']"
10.1016/j.jss.2019.110464,Predicting failures in multi-tier distributed systems,2019,journal-article,,"0000-0003-2120-2894, 0000-0001-8512-5029, 0000-0001-5193-7379, 0000-0001-8369-6936",Log Analysis and System Performance Diagnosis,Computer Networks and Communications,Computer Science,Physical Sciences,66,29,"['Model-driven Performance Prediction', 'Cloud-Native Architecture', 'Distributed Systems', 'Performance Prediction', 'Intrusion Detection']"
