Doi,Title,Year,Type,Url,Authors,Topic,Subfield,Field,Domain,Cites,Cited_by,Keywords,Abstract
10.1371/journal.pcbi.1012512,Gene signatures for cancer research: A 25-year retrospective and future avenues,2024,journal-article,https://doi.org/10.1371/journal.pcbi.1012512,"0000-0001-9655-7142, 0000-0003-4691-7722, 0000-0002-1535-0092",Genomic Landscape of Cancer and Mutational Signatures,Cancer Research,"Biochemistry, Genetics and Molecular Biology",Life Sciences,78,0,"['Identification (biology)', 'Transcriptomics', 'Cancer Genomics']"
10.1186/s13040-024-00380-2,Seven quick tips for gene-focused computational pangenomic analysis,2024,journal-article,https://doi.org/10.1186/s13040-024-00380-2,"0000-0001-9655-7142, 0000-0002-1637-7545, 0000-0002-6279-6660",Advanced Techniques in Bioimage Analysis and Microscopy,Biophysics,"Biochemistry, Genetics and Molecular Biology",Life Sciences,89,0,"['Phylogenetic Analysis', 'genome annotation', 'Phenotypic Profiling', 'Bioimage Analysis', 'Computational Biology']"
10.7717/peerj-cs.2256,Ten quick tips for clinical electroencephalographic (EEG) data acquisition and signal processing,2024,journal-article,https://doi.org/10.7717/peerj-cs.2256,"0000-0001-9655-7142, 0000-0002-9554-9367",Brain-Computer Interfaces in Neuroscience and Medicine,Cognitive Neuroscience,Neuroscience,Life Sciences,84,0,"['EEG Analysis', 'Deep Learning for EEG', 'SIGNAL (programming language)', 'Neuroimaging Data Analysis', 'Epilepsy Detection', 'Neural Ensemble Physiology']"
10.7717/peerj-cs.2295,Ten quick tips for electrocardiogram (ECG) signal processing,2024,journal-article,https://doi.org/10.7717/peerj-cs.2295,"0000-0001-9655-7142, 0000-0001-7982-1941, 0000-0002-0196-7534",Analysis of Electrocardiogram Signals,Cardiology and Cardiovascular Medicine,Medicine,Health Sciences,103,0,"['ECG Signal', 'Signal Processing', 'Cardiac Electrophysiology', 'Arrhythmia Detection', 'Heartbeat Classification']"
10.1371/journal.pdig.0000459,Identifying prognostic factors for survival in intensive care unit patients with SIRS or sepsis by machine learning analysis on electronic health records,2024,journal-article,https://doi.org/10.1371/journal.pdig.0000459,"0000-0001-9655-7142, 0000-0002-2248-8145, 0000-0002-1341-2560, 0000-0003-0980-3136",Epidemiology and Management of Sepsis and Septic Shock,Epidemiology,Medicine,Health Sciences,58,0,"['Sepsis', 'Patient Similarity']"
10.1007/s41666-023-00138-1,Clinical Feature Ranking Based on Ensemble Machine Learning Reveals Top Survival Factors for Glioblastoma Multiforme,2023,journal-article,https://doi.org/10.1007/s41666-023-00138-1,"0000-0001-9655-7142, 0000-0002-9411-2526, 0000-0001-7118-5186",Radiomics in Medical Imaging Analysis,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences,46,4,"['Concordance', 'Feature (linguistics)', 'Medical Image Analysis', 'Glioblastoma', 'Cancer Prognosis', 'Cancer Imaging', 'Brain Tumor Epidemiology']"
10.1371/journal.pcbi.1011700,Ten quick tips for fuzzy logic modeling of biomedical systems,2023,journal-article,https://doi.org/10.1371/journal.pcbi.1011700,"0000-0001-9655-7142, 0000-0002-3383-367X, 0000-0002-7692-7203",Stochasticity in Gene Regulatory Networks,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,40,2,['Case-Based Reasoning']
10.1016/j.ejca.2023.113291,Computational intelligence analysis of high-risk neuroblastoma patient health records reveals time to maximum response as one of the most relevant factors for outcome prediction,2023,journal-article,https://doi.org/10.1016/j.ejca.2023.113291,"0000-0001-9655-7142, 0000-0003-0571-8460, 0000-0002-5368-6363, 0000-0002-9524-8492, 0000-0002-7203-4176, 0000-0002-6010-5619",Neuroblastoma Research and Treatment,Neurology,Medicine,Health Sciences,51,2,"['Log-rank test', 'Neuroblastoma', 'Progression-free survival', 'Recursive partitioning']"
10.1016/j.jbi.2023.104426,"A statistical comparison between Matthews correlation coefficient (MCC), prevalence threshold, and Fowlkes–Mallows index",2023,journal-article,https://doi.org/10.1016/j.jbi.2023.104426,"0000-0001-9655-7142, 0000-0002-2705-5728",Handling Imbalanced Data in Classification Problems,Artificial Intelligence,Computer Science,Physical Sciences,32,14,"[""Cohen's kappa"", 'Statistic', 'Brier score', 'Inter-Rater Reliability', 'Kappa']"
10.1371/journal.pcbi.1011272,Ten quick tips for bioinformatics analyses using an Apache Spark distributed computing environment,2023,journal-article,https://doi.org/10.1371/journal.pcbi.1011272,"0000-0001-9655-7142, 0000-0002-4308-5126, 0000-0002-6983-4818",Management and Reproducibility of Scientific Workflows,Information Systems and Management,Decision Sciences,Social Sciences,49,4,"['SPARK (programming language)', 'Laptop', 'Computational Research', 'Bioinformatics', 'Scientific Workflows', 'Distributed Computing Environment']"
10.1371/journal.pcbi.1011224,Ten quick tips for avoiding pitfalls in multi-omics data integration analyses,2023,journal-article,https://doi.org/10.1371/journal.pcbi.1011224,"0000-0001-9655-7142, 0000-0003-2920-5838, 0000-0002-3140-7909",Analysis of Gene Interaction Networks,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,84,10,"['Phenomics', 'Omics', 'Bioinformatics', 'Genomic Data Integration', 'Data Integration', 'Biological Network Integration', 'Data Analysis', 'Biological data']"
