,Organization,openalex_id,country,type,homepage_url,works_count,cited_by_count
301,Shanxi University,https://openalex.org/I181877577,CN,education,https://www.sxu.edu.cn,29817.0,417442.0
302,Everest Clinical Research,,,,,,
303,Universitat Politècnica de València,https://openalex.org/I60053951,ES,education,https://www.upv.es,64478.0,1339270.0
304,Anglia Ruskin University,https://openalex.org/I51216347,GB,education,https://www.aru.ac.uk/,12232.0,286112.0
305,ProfSimon Fraser University,https://openalex.org/I18014758,CA,education,https://www.sfu.ca,75421.0,2407548.0
306,UAB,https://openalex.org/I4210130802,ES,nonprofit,https://www.uab.cat/web/fundacio-salut-i-envelliment-1345754058073.html,364.0,4964.0
307,Institute for Information Transmission Problems of the Russian Academy of Sciences,,,,,,
308,北京华夏春松科技有限公司,,,,,,
309,University of Wisconsin - Madison,https://openalex.org/I135310074,US,education,http://www.wisc.edu/,327453.0,14388521.0
310,Institute of Biophysics,https://openalex.org/I4210112540,CN,facility,http://english.ibp.cas.cn/,9146.0,357144.0
311,Ksana Health Inc.,,,,,,
312,Indian Statistical Institute,https://openalex.org/I6498739,IN,education,http://www.isical.ac.in/,20877.0,357020.0
313,"University of California, Santa Barbara",,,,,,
314,Humboldt-Universität zu Berlin,https://openalex.org/I39343248,DE,education,https://www.hu-berlin.de/?set_language=en&cl=en,100080.0,2816994.0
315,Università degli Studi di Trieste,https://openalex.org/I142444530,IT,education,https://units.it,49554.0,1496449.0
316,Sahand University of Technology,https://openalex.org/I107853901,IR,education,http://www.sut.ac.ir/en/,6693.0,116437.0
317,Qruise GmbH,,,,,,
318,Technical University of Denmark,https://openalex.org/I96673099,DK,education,https://dtu.dk,104230.0,3712391.0
319,E4 Computer Engineering SpA,,,,,,
320,Monash University,https://openalex.org/I56590836,AU,education,https://www.monash.edu,218606.0,6818872.0
321,Duke University,https://openalex.org/I170897317,US,education,https://duke.edu,224287.0,9944166.0
322,"TileDB, Inc.",,,,,,
323,Inria Centre de Recherche de Paris,,,,,,
324,University of Hong Kong,https://openalex.org/I889458895,HK,education,http://www.hku.hk/,220807.0,7518217.0
325,Keio University,https://openalex.org/I203951103,JP,education,https://www.keio.ac.jp,105395.0,2043732.0
326,Menarini Ricerche SpA,,,,,,
327,University of Białystok,https://openalex.org/I146122375,PL,education,https://www.umb.edu.pl,17580.0,260135.0
328,Hong Kong University,https://openalex.org/I200769079,HK,education,https://hkust.edu.hk,77184.0,2776246.0
329,Istituto Nazionale di Fisica Nucleare,https://openalex.org/I160013858,IT,government,https://home.infn.it,18393.0,422213.0
330,University of Texas,https://openalex.org/I86519309,US,education,http://www.utexas.edu/,249189.0,9685500.0
331,Regione Umbria,https://openalex.org/I4392738109,,government,https://www.regione.umbria.it/la-regione,0.0,0.0
332,Dongyang Mirae University,https://openalex.org/I106601093,KR,education,https://www.dongyang.ac.kr,399.0,5535.0
333,LINKS Foundation,https://openalex.org/I4210155299,IT,nonprofit,https://linksfoundation.com,525.0,3761.0
334,Cleveland Clinic,https://openalex.org/I1316902750,US,healthcare,http://my.clevelandclinic.org/,126550.0,4522852.0
335,Guardant Health,,,,,,
336,Shaanxi Green Wiser Environmental Protection Technology Company Limited,,,,,,
337,Julius-Maximilians-Universität Würzburg,,,,,,
338,SINTEF,https://openalex.org/I173888879,NO,facility,https://www.sintef.no,22653.0,527957.0
339,XPeng Inc,,,,,,
340,Northwestern Polytechnical University,https://openalex.org/I17145004,CN,education,https://www.nwpu.edu.cn,110352.0,1505195.0
